"ID","name","versionNumber","contentType","dataFileSizeBytes","createdBy","createdOn","modifiedBy","modifiedOn","parentId","synapseURL","dataFileMD5Hex"
"syn53175787","CT068_phonationU.wav","1","audio/wav","229164","3485738","1702904738646","3485738","1702904738646","syn53175731","https://www.synapse.org/#!Synapse:syn53175787.1","29e5da55953b5c82058063995f274c8c"
"syn53175197","CT043_phonationE.wav","1","audio/wav","230444","3485738","1702903086692","3485738","1702903086692","syn53175169","https://www.synapse.org/#!Synapse:syn53175197.1","5d685802b67e8c0418384b1972733eda"
"syn53175495","PZ080_phonationI.wav","1","audio/wav","230444","3485738","1702903959918","3485738","1702903959918","syn53175354","https://www.synapse.org/#!Synapse:syn53175495.1","a75713ed9c589819ded2a7cb632d28d4"
"syn53175602","CT065_phonationO.wav","1","audio/wav","230444","3485738","1702904335000","3485738","1702904335000","syn53175548","https://www.synapse.org/#!Synapse:syn53175602.1","4d1c25f5fc2be3cb1bc3fa5df3fbd715"
"syn53175427","PZ014_phonationI.wav","1","audio/wav","231724","3485738","1702903820895","3485738","1702903820895","syn53175354","https://www.synapse.org/#!Synapse:syn53175427.1","d50e743c7f2c149dbf2062c19b4ae08c"
"syn53175597","CT060_phonationO.wav","1","audio/wav","231724","3485738","1702904323697","3485738","1702904323697","syn53175548","https://www.synapse.org/#!Synapse:syn53175597.1","faf1e01ebb2032cae8f777c0717b845e"
"syn53175839","PZ053_phonationU.wav","1","audio/wav","231724","3485738","1702904845849","3485738","1702904845849","syn53175731","https://www.synapse.org/#!Synapse:syn53175839.1","070d7184c534499d82470e78cb80ad71"
"syn53175885","PZ100_phonationU.wav","1","audio/wav","231724","3485738","1702904939602","3485738","1702904939602","syn53175731","https://www.synapse.org/#!Synapse:syn53175885.1","3ef894618a2dc07d24dbb2a862ef2eef"
"syn53175516","PZ099_phonationI.wav","1","audio/wav","232364","3485738","1702903999492","3485738","1702903999492","syn53175354","https://www.synapse.org/#!Synapse:syn53175516.1","134105924394058f256525948d6991b0"
"syn53175269","PZ043_phonationE.wav","1","audio/wav","233004","3485738","1702903232166","3485738","1702903232166","syn53175169","https://www.synapse.org/#!Synapse:syn53175269.1","f58daee29d8455390b922526e841e51f"
"syn53175734","CT004_phonationU.wav","1","audio/wav","234284","3485738","1702904628275","3485738","1702904628275","syn53175731","https://www.synapse.org/#!Synapse:syn53175734.1","178478f085ea78a24d1e466f15b58feb"
"syn53175657","PZ048_phonationO.wav","1","audio/wav","234924","3485738","1702904437208","3485738","1702904437208","syn53175548","https://www.synapse.org/#!Synapse:syn53175657.1","6d63579c3b91fb93e505285721e5e86c"
"syn53175551","CT010_phonationO.wav","1","audio/wav","235564","3485738","1702904235507","3485738","1702904235507","syn53175548","https://www.synapse.org/#!Synapse:syn53175551.1","812e0dd8f3639ab471794280f3f0b1a5"
"syn53175224","CT068_phonationE.wav","1","audio/wav","236204","3485738","1702903143128","3485738","1702903143128","syn53175169","https://www.synapse.org/#!Synapse:syn53175224.1","defb09f21db38ff2df3cde70e199932e"
"syn53175245","PZ019_phonationE.wav","1","audio/wav","236204","3485738","1702903185573","3485738","1702903185573","syn53175169","https://www.synapse.org/#!Synapse:syn53175245.1","0e41b5082eaeb11eb33aba3053f6283e"
"syn53175392","CT052_phonationI.wav","1","audio/wav","236204","3485738","1702903749378","3485738","1702903749378","syn53175354","https://www.synapse.org/#!Synapse:syn53175392.1","34148526ee0d310dfb8d68875a004ed6"
"syn53175687","PZ074_phonationO.wav","1","audio/wav","236204","3485738","1702904496997","3485738","1702904496997","syn53175548","https://www.synapse.org/#!Synapse:syn53175687.1","21f99a5c338b1d135c11a2c32788432a"
"syn53175172","CT010_phonationE.wav","1","audio/wav","236844","3485738","1702903036457","3485738","1702903036457","syn53175169","https://www.synapse.org/#!Synapse:syn53175172.1","867864ebcdb0905884beb371284af017"
"syn53175423","PZ011_phonationI.wav","1","audio/wav","236844","3485738","1702903813845","3485738","1702903813845","syn53175354","https://www.synapse.org/#!Synapse:syn53175423.1","b190bd8a8c44ff188f1c83c8c08fc095"
"syn53175782","CT063_phonationU.wav","1","audio/wav","236844","3485738","1702904727332","3485738","1702904727332","syn53175731","https://www.synapse.org/#!Synapse:syn53175782.1","82140b900e2e2929313e13677da1a8ad"
"syn53175440","PZ025_phonationI.wav","1","audio/wav","238124","3485738","1702903847266","3485738","1702903847266","syn53175354","https://www.synapse.org/#!Synapse:syn53175440.1","7b440d1619b6ddef13305e26eba64ead"
"syn53175527","PZ110_phonationI.wav","1","audio/wav","238124","3485738","1702904023171","3485738","1702904023171","syn53175354","https://www.synapse.org/#!Synapse:syn53175527.1","1dc48b19f6d90c9a063a3645c3a98878"
"syn53175633","PZ022_phonationO.wav","1","audio/wav","238124","3485738","1702904390841","3485738","1702904390841","syn53175548","https://www.synapse.org/#!Synapse:syn53175633.1","837c9e08490ca4580476c8c31f550450"
"syn53175621","PZ012_phonationO.wav","1","audio/wav","239404","3485738","1702904368075","3485738","1702904368075","syn53175548","https://www.synapse.org/#!Synapse:syn53175621.1","e4aa24f806db0d4243995d1183cd78cd"
"syn53175185","CT027_phonationE.wav","1","audio/wav","240044","3485738","1702903061249","3485738","1702903061249","syn53175169","https://www.synapse.org/#!Synapse:syn53175185.1","b3c509acb5b8dcb87af302ffed969d9e"
"syn53175867","PZ081_phonationU.wav","1","audio/wav","240684","3485738","1702904901595","3485738","1702904901595","syn53175731","https://www.synapse.org/#!Synapse:syn53175867.1","52dfd4e352540449f5af8f7660764dbe"
"syn53175171","CT004_phonationE.wav","1","audio/wav","241324","3485738","1702903034090","3485738","1702903034090","syn53175169","https://www.synapse.org/#!Synapse:syn53175171.1","6d623d6e470af86313804e86a912ab9c"
"syn53175256","PZ030_phonationE.wav","1","audio/wav","241324","3485738","1702903207805","3485738","1702903207805","syn53175169","https://www.synapse.org/#!Synapse:syn53175256.1","6b1119c159b6fb9cf71883be023bcaff"
"syn53175471","PZ057_phonationI.wav","1","audio/wav","243244","3485738","1702903912669","3485738","1702903912669","syn53175354","https://www.synapse.org/#!Synapse:syn53175471.1","e094b22d5ded12d684b197cc92d6b6ef"
"syn53175846","PZ059_phonationU.wav","1","audio/wav","244524","3485738","1702904860080","3485738","1702904860080","syn53175731","https://www.synapse.org/#!Synapse:syn53175846.1","6b0deaa41591e3adaf0da976c4c90703"
"syn53175848","PZ061_phonationU.wav","1","audio/wav","244524","3485738","1702904864351","3485738","1702904864351","syn53175731","https://www.synapse.org/#!Synapse:syn53175848.1","bcbc101a582f24cff27d96c2f3acf635"
"syn53175869","PZ083_phonationU.wav","1","audio/wav","244524","3485738","1702904905836","3485738","1702904905836","syn53175731","https://www.synapse.org/#!Synapse:syn53175869.1","5b3f0bd08acd70a60a1401abe2179b02"
"syn53175691","PZ080_phonationO.wav","1","audio/wav","245804","3485738","1702904503861","3485738","1702904503861","syn53175548","https://www.synapse.org/#!Synapse:syn53175691.1","3f6e372b97a438bdbc1da87d6876da90"
"syn53175705","PZ094_phonationO.wav","1","audio/wav","245804","3485738","1702904531161","3485738","1702904531161","syn53175548","https://www.synapse.org/#!Synapse:syn53175705.1","0dc863424f952dc8ad63bf27eac47865"
"syn53175800","PZ012_phonationU.wav","1","audio/wav","245804","3485738","1702904765665","3485738","1702904765665","syn53175731","https://www.synapse.org/#!Synapse:syn53175800.1","a6718469fb928a1a395c4f344a3cac01"
"syn53175794","PZ006_phonationU.wav","1","audio/wav","246444","3485738","1702904752362","3485738","1702904752362","syn53175731","https://www.synapse.org/#!Synapse:syn53175794.1","45f22a2b1f6c40ef37f029ecafd48afb"
"syn53175326","PZ102_phonationE.wav","1","audio/wav","247084","3485738","1702903350746","3485738","1702903350746","syn53175169","https://www.synapse.org/#!Synapse:syn53175326.1","debd492a98d52aa25f72a1bf0d991270"
"syn53175862","PZ074_phonationU.wav","1","audio/wav","247084","3485738","1702904892976","3485738","1702904892976","syn53175731","https://www.synapse.org/#!Synapse:syn53175862.1","8825c2c5ca9e8f204ca673c1b344ce43"
"syn53175234","PZ009_phonationE.wav","1","audio/wav","247724","3485738","1702903163009","3485738","1702903163009","syn53175169","https://www.synapse.org/#!Synapse:syn53175234.1","b3617ea902cf20ebf7114ae6853f94c7"
"syn53175355","CT001_phonationI.wav","1","audio/wav","248364","3485738","1702903669270","3485738","1702903669270","syn53175354","https://www.synapse.org/#!Synapse:syn53175355.1","fdcf7d828318dabd2d5dbe603b82ab0b"
"syn53175613","PZ006_phonationO.wav","1","audio/wav","249004","3485738","1702904355374","3485738","1702904355374","syn53175548","https://www.synapse.org/#!Synapse:syn53175613.1","54be1545156ce4cb6f068a1a6683f303"
"syn53175896","PZ111_phonationU.wav","1","audio/wav","249004","3485738","1702904961645","3485738","1702904961645","syn53175731","https://www.synapse.org/#!Synapse:syn53175896.1","d5ccc0c91a8cc58d74d4a76574beafe7"
"syn53175477","PZ061_phonationI.wav","1","audio/wav","250284","3485738","1702903921961","3485738","1702903921961","syn53175354","https://www.synapse.org/#!Synapse:syn53175477.1","c0757d29cf5f78d3b1c21dbb3c5a5f12"
"syn53175263","PZ036_phonationE.wav","1","audio/wav","250924","3485738","1702903221098","3485738","1702903221098","syn53175169","https://www.synapse.org/#!Synapse:syn53175263.1","6c85d95bb403f3a1a357075412e16ad0"
"syn53175770","CT052_phonationU.wav","1","audio/wav","250924","3485738","1702904701907","3485738","1702904701907","syn53175731","https://www.synapse.org/#!Synapse:syn53175770.1","eba85a1e71e5fba5794e0b104496c05e"
"syn53175549","CT001_phonationO.wav","1","audio/wav","252204","3485738","1702904230983","3485738","1702904230983","syn53175548","https://www.synapse.org/#!Synapse:syn53175549.1","2419bc0fbacdbb6b1bb41ffb1148e27b"
"syn53175230","PZ005_phonationE.wav","1","audio/wav","252844","3485738","1702903154241","3485738","1702903154241","syn53175169","https://www.synapse.org/#!Synapse:syn53175230.1","f9ece075afd90f9c8df555075f6d56f7"
"syn53175752","CT033_phonationU.wav","1","audio/wav","252844","3485738","1702904664091","3485738","1702904664091","syn53175731","https://www.synapse.org/#!Synapse:syn53175752.1","f71b9a90b260818a3f8ae64de59b5bc9"
"syn53175745","CT023_phonationU.wav","1","audio/wav","253484","3485738","1702904650129","3485738","1702904650129","syn53175731","https://www.synapse.org/#!Synapse:syn53175745.1","4a35e7be08a16df0c465b0a848d3e4d2"
"syn53175217","CT062_phonationE.wav","1","audio/wav","254124","3485738","1702903129502","3485738","1702903129502","syn53175169","https://www.synapse.org/#!Synapse:syn53175217.1","a0be7b5cb984adb908c4a4db0e603b6e"
"syn53175499","PZ083_phonationI.wav","1","audio/wav","254124","3485738","1702903967081","3485738","1702903967081","syn53175354","https://www.synapse.org/#!Synapse:syn53175499.1","a9b475d0f4131ad40df6019c52c17650"
"syn53175509","PZ094_phonationI.wav","1","audio/wav","254764","3485738","1702903987629","3485738","1702903987629","syn53175354","https://www.synapse.org/#!Synapse:syn53175509.1","81df418ed5b027d839ad2f065befe688"
"syn53175496","PZ081_phonationI.wav","1","audio/wav","255404","3485738","1702903962402","3485738","1702903962402","syn53175354","https://www.synapse.org/#!Synapse:syn53175496.1","06bc2eb0ec4f4a20ec6c9b99c61e0192"
"syn53175852","PZ064_phonationU.wav","1","audio/wav","255404","3485738","1702904871074","3485738","1702904871074","syn53175731","https://www.synapse.org/#!Synapse:syn53175852.1","637a6e53a911f97500ebe451ca519a20"
"syn53175704","PZ092_phonationO.wav","1","audio/wav","257324","3485738","1702904528728","3485738","1702904528728","syn53175548","https://www.synapse.org/#!Synapse:syn53175704.1","388c5cac5f420c0122b542a2dece437c"
"syn53175776","CT058_phonationU.wav","1","audio/wav","257324","3485738","1702904716258","3485738","1702904716258","syn53175731","https://www.synapse.org/#!Synapse:syn53175776.1","6f38f914859173b9bb96b422db4281a5"
"syn53175834","PZ048_phonationU.wav","1","audio/wav","257324","3485738","1702904834707","3485738","1702904834707","syn53175731","https://www.synapse.org/#!Synapse:syn53175834.1","8c4a11e2ead9af95f4d7a0e8b686f1af"
"syn53175316","PZ092_phonationE.wav","1","audio/wav","257964","3485738","1702903330284","3485738","1702903330284","syn53175169","https://www.synapse.org/#!Synapse:syn53175316.1","bc19f9426d2a0eecdd5b4544d8ae6f77"
"syn53175797","PZ009_phonationU.wav","1","audio/wav","257964","3485738","1702904758903","3485738","1702904758903","syn53175731","https://www.synapse.org/#!Synapse:syn53175797.1","ed6f4d3390c82d42d816962ff602ac57"
"syn53175470","PZ056_phonationI.wav","1","audio/wav","259884","3485738","1702903910269","3485738","1702903910269","syn53175354","https://www.synapse.org/#!Synapse:syn53175470.1","343c6a853d81b446ef1ce5c25a3c1a8a"
"syn53175779","CT060_phonationU.wav","1","audio/wav","259884","3485738","1702904720796","3485738","1702904720796","syn53175731","https://www.synapse.org/#!Synapse:syn53175779.1","90d2e4b4b6255fa05ee1771bb36eccd5"
"syn53175237","PZ012_phonationE.wav","1","audio/wav","261164","3485738","1702903170043","3485738","1702903170043","syn53175169","https://www.synapse.org/#!Synapse:syn53175237.1","da2d8f3e8bc0d744cb77e5f4bf428878"
"syn53175663","PZ053_phonationO.wav","1","audio/wav","262444","3485738","1702904448009","3485738","1702904448009","syn53175548","https://www.synapse.org/#!Synapse:syn53175663.1","b6fd4ac979389025911e3e02b6073a2d"
"syn53175526","PZ109_phonationI.wav","1","audio/wav","263724","3485738","1702904020789","3485738","1702904020789","syn53175354","https://www.synapse.org/#!Synapse:syn53175526.1","73fa5b32eb6da2594208e5689f501d0d"
"syn53175373","CT033_phonationI.wav","1","audio/wav","264364","3485738","1702903710452","3485738","1702903710452","syn53175354","https://www.synapse.org/#!Synapse:syn53175373.1","6826c5d3e89a6f9aef49bce025391322"
"syn53175686","PZ073_phonationO.wav","1","audio/wav","264364","3485738","1702904494582","3485738","1702904494582","syn53175548","https://www.synapse.org/#!Synapse:syn53175686.1","94a23b77091ee2ff221a430a686c318b"
"syn53175179","CT021_phonationE.wav","1","audio/wav","265004","3485738","1702903051919","3485738","1702903051919","syn53175169","https://www.synapse.org/#!Synapse:syn53175179.1","4bfced306aa0edf9b73ba257da97bc03"
"syn53175636","PZ025_phonationO.wav","1","audio/wav","265004","3485738","1702904397619","3485738","1702904397619","syn53175548","https://www.synapse.org/#!Synapse:syn53175636.1","580f83bac95cd9d9939581910787b759"
"syn53175304","PZ080_phonationE.wav","1","audio/wav","265644","3485738","1702903305670","3485738","1702903305670","syn53175169","https://www.synapse.org/#!Synapse:syn53175304.1","f00be889ccb7b27cd5a6046060b1678a"
"syn53175357","CT010_phonationI.wav","1","audio/wav","266924","3485738","1702903673993","3485738","1702903673993","syn53175354","https://www.synapse.org/#!Synapse:syn53175357.1","7ef2401204f2439f97b2a173ab291b6e"
"syn53175569","CT033_phonationO.wav","1","audio/wav","266924","3485738","1702904268445","3485738","1702904268445","syn53175548","https://www.synapse.org/#!Synapse:syn53175569.1","58e52d9b040869026d0b25d0cf8b5395"
"syn53175424","PZ012_phonationI.wav","1","audio/wav","267564","3485738","1702903816172","3485738","1702903816172","syn53175354","https://www.synapse.org/#!Synapse:syn53175424.1","e592c21b665548020c8342d4d8ba257a"
"syn53175189","CT033_phonationE.wav","1","audio/wav","268204","3485738","1702903070416","3485738","1702903070416","syn53175169","https://www.synapse.org/#!Synapse:syn53175189.1","1152248ea2ea017c352d8adda057b166"
"syn53175308","PZ083_phonationE.wav","1","audio/wav","268844","3485738","1702903312616","3485738","1702903312616","syn53175169","https://www.synapse.org/#!Synapse:syn53175308.1","1f968d84a7c6394ee2e17c33ecc2acc8"
"syn53175694","PZ083_phonationO.wav","1","audio/wav","268844","3485738","1702904510791","3485738","1702904510791","syn53175548","https://www.synapse.org/#!Synapse:syn53175694.1","9bb3e6d14300a1fe471ed03cab7ea9d6"
"syn53175574","CT040_phonationO.wav","1","audio/wav","269484","3485738","1702904280149","3485738","1702904280149","syn53175548","https://www.synapse.org/#!Synapse:syn53175574.1","b4dbeece4da1741457013fff4543f5d2"
"syn53175607","CT068_phonationO.wav","1","audio/wav","271404","3485738","1702904341695","3485738","1702904341695","syn53175548","https://www.synapse.org/#!Synapse:syn53175607.1","b67005e0dffe29e61320ae437f70aa88"
"syn53175732","CT001_phonationU.wav","1","audio/wav","271404","3485738","1702904625886","3485738","1702904625886","syn53175731","https://www.synapse.org/#!Synapse:syn53175732.1","6f6f81fa7b085c2337399cf20bb01dcc"
"syn53175435","PZ021_phonationI.wav","1","audio/wav","273324","3485738","1702903837397","3485738","1702903837397","syn53175354","https://www.synapse.org/#!Synapse:syn53175435.1","c0902d71b40abbc3ba46c46749b36565"
"syn53175667","PZ057_phonationO.wav","1","audio/wav","273324","3485738","1702904457954","3485738","1702904457954","syn53175548","https://www.synapse.org/#!Synapse:syn53175667.1","29b5e742684273364d1a32b77153707b"
"syn53175859","PZ071_phonationU.wav","1","audio/wav","274604","3485738","1702904886078","3485738","1702904886078","syn53175731","https://www.synapse.org/#!Synapse:syn53175859.1","08a8eb9aaaeafd04714df179f111ee40"
"syn53175273","PZ049_phonationE.wav","1","audio/wav","276524","3485738","1702903241287","3485738","1702903241287","syn53175169","https://www.synapse.org/#!Synapse:syn53175273.1","c14f59ab2cebea5ee469f35123cb6834"
"syn53175284","PZ059_phonationE.wav","1","audio/wav","276524","3485738","1702903264716","3485738","1702903264716","syn53175169","https://www.synapse.org/#!Synapse:syn53175284.1","7d58621a76b01252b03e4af876a03078"
"syn53175301","PZ074_phonationE.wav","1","audio/wav","277164","3485738","1702903298857","3485738","1702903298857","syn53175169","https://www.synapse.org/#!Synapse:syn53175301.1","2c3fc77b6e7c8845b259719e536e6189"
"syn53175438","PZ023_phonationI.wav","1","audio/wav","277164","3485738","1702903842369","3485738","1702903842369","syn53175354","https://www.synapse.org/#!Synapse:syn53175438.1","76cdc7edea6a8b4e3137878ffc8535c1"
"syn53175793","PZ005_phonationU.wav","1","audio/wav","278444","3485738","1702904750198","3485738","1702904750198","syn53175731","https://www.synapse.org/#!Synapse:syn53175793.1","d17c022c941047d3a44b0a511a0a3921"
"syn53175519","PZ102_phonationI.wav","1","audio/wav","279724","3485738","1702904006613","3485738","1702904006613","syn53175354","https://www.synapse.org/#!Synapse:syn53175519.1","86c9e534871d90d115c47a3ac2b50657"
"syn53175565","CT028_phonationO.wav","1","audio/wav","279724","3485738","1702904261696","3485738","1702904261696","syn53175548","https://www.synapse.org/#!Synapse:syn53175565.1","93d800d3c15dd5c40934dc291ef954bf"
"syn53175670","PZ059_phonationO.wav","1","audio/wav","279724","3485738","1702904462669","3485738","1702904462669","syn53175548","https://www.synapse.org/#!Synapse:syn53175670.1","ba2099c722daf5480ae0438bdec7c69d"
"syn53175467","PZ053_phonationI.wav","1","audio/wav","281644","3485738","1702903902231","3485738","1702903902231","syn53175354","https://www.synapse.org/#!Synapse:syn53175467.1","69ab77475e7e4becebac146cde87074f"
"syn53175278","PZ053_phonationE.wav","1","audio/wav","282284","3485738","1702903250293","3485738","1702903250293","syn53175169","https://www.synapse.org/#!Synapse:syn53175278.1","f9d7573c9510227c474627dc8fe1c689"
"syn53175766","CT049_phonationU.wav","1","audio/wav","282284","3485738","1702904694792","3485738","1702904694792","syn53175731","https://www.synapse.org/#!Synapse:syn53175766.1","dd863b277d797fd51bd862c6e2dbbb0d"
"syn53175879","PZ094_phonationU.wav","1","audio/wav","282284","3485738","1702904925904","3485738","1702904925904","syn53175731","https://www.synapse.org/#!Synapse:syn53175879.1","fb456a227e98dfe2cd84ef945ffb7577"
"syn53175170","CT001_phonationE.wav","1","audio/wav","283564","3485738","1702903031746","3485738","1702903031746","syn53175169","https://www.synapse.org/#!Synapse:syn53175170.1","67c57ffc9a889dfe33c4a972e4c4c0eb"
"syn53175735","CT010_phonationU.wav","1","audio/wav","283564","3485738","1702904630508","3485738","1702904630508","syn53175731","https://www.synapse.org/#!Synapse:syn53175735.1","a7e69f60e49b49168d251164e8daa2b2"
"syn53175183","CT023_phonationE.wav","1","audio/wav","284844","3485738","1702903056597","3485738","1702903056597","syn53175169","https://www.synapse.org/#!Synapse:syn53175183.1","2c92fe984ed3864d2dd2700d7c5b6bb9"
"syn53175208","CT054_phonationE.wav","1","audio/wav","284844","3485738","1702903111955","3485738","1702903111955","syn53175169","https://www.synapse.org/#!Synapse:syn53175208.1","a408125860ba2894e2cb1d8e9c7329cf"
"syn53175508","PZ092_phonationI.wav","1","audio/wav","286124","3485738","1702903985115","3485738","1702903985115","syn53175354","https://www.synapse.org/#!Synapse:syn53175508.1","df8d8427d7d6bbb328c197a5254dc0fc"
"syn53175190","CT035_phonationE.wav","1","audio/wav","286764","3485738","1702903072688","3485738","1702903072688","syn53175169","https://www.synapse.org/#!Synapse:syn53175190.1","6f6c1f45f3c3da06b6f3b166fd46fe4a"
"syn53175781","CT062_phonationU.wav","1","audio/wav","286764","3485738","1702904725257","3485738","1702904725257","syn53175731","https://www.synapse.org/#!Synapse:syn53175781.1","5af84ebb042e46bcbc7d8a04e3e7b485"
"syn53175271","PZ045_phonationE.wav","1","audio/wav","287404","3485738","1702903236726","3485738","1702903236726","syn53175169","https://www.synapse.org/#!Synapse:syn53175271.1","e0e364ba664ecbf4b2f1d42293831c1b"
"syn53175429","PZ016_phonationI.wav","1","audio/wav","288044","3485738","1702903825439","3485738","1702903825439","syn53175354","https://www.synapse.org/#!Synapse:syn53175429.1","19e7a2c285521b10f3734686bb38fb80"
"syn53175581","CT046_phonationO.wav","1","audio/wav","288044","3485738","1702904291546","3485738","1702904291546","syn53175548","https://www.synapse.org/#!Synapse:syn53175581.1","55fe7ef62c07de87ac29f55fbe052028"
"syn53175742","CT021_phonationU.wav","1","audio/wav","288044","3485738","1702904645794","3485738","1702904645794","syn53175731","https://www.synapse.org/#!Synapse:syn53175742.1","b7dc37bd02d7bdda895077ba31d798ff"
"syn53175480","PZ064_phonationI.wav","1","audio/wav","289324","3485738","1702903929308","3485738","1702903929308","syn53175354","https://www.synapse.org/#!Synapse:syn53175480.1","4134438be9c0d88b2e3f7228153c0855"
"syn53175888","PZ102_phonationU.wav","1","audio/wav","289964","3485738","1702904943950","3485738","1702904943950","syn53175731","https://www.synapse.org/#!Synapse:syn53175888.1","f9c55804f2dcba61845e9531f064f8b4"
"syn53175249","PZ023_phonationE.wav","1","audio/wav","291884","3485738","1702903194256","3485738","1702903194256","syn53175169","https://www.synapse.org/#!Synapse:syn53175249.1","94d8db385b602f87ca1fe18c00b05367"
"syn53175777","CT059_phonationU.wav","1","audio/wav","291884","3485738","1702904718553","3485738","1702904718553","syn53175731","https://www.synapse.org/#!Synapse:syn53175777.1","49730bd8192fa00259b8de57740bde5d"
"syn53175329","PZ105_phonationE.wav","1","audio/wav","292524","3485738","1702903357415","3485738","1702903357415","syn53175169","https://www.synapse.org/#!Synapse:syn53175329.1","6febecf43637d25739d356007094477e"
"syn53175714","PZ102_phonationO.wav","1","audio/wav","292524","3485738","1702904548966","3485738","1702904548966","syn53175548","https://www.synapse.org/#!Synapse:syn53175714.1","1402dcca07bae88bc962dc2d92719442"
"syn53175676","PZ064_phonationO.wav","1","audio/wav","293804","3485738","1702904473846","3485738","1702904473846","syn53175548","https://www.synapse.org/#!Synapse:syn53175676.1","6ae90507c4827a0a1b3d40bdd64b5671"
"syn53175799","PZ011_phonationU.wav","1","audio/wav","294444","3485738","1702904763392","3485738","1702904763392","syn53175731","https://www.synapse.org/#!Synapse:syn53175799.1","ddf035d6865140055dc0795565160f78"
"syn53175491","PZ073_phonationI.wav","1","audio/wav","295724","3485738","1702903950361","3485738","1702903950361","syn53175354","https://www.synapse.org/#!Synapse:syn53175491.1","8ae746d82b6d98128a41d8a6359c619b"
"syn53175332","PZ108_phonationE.wav","1","audio/wav","298924","3485738","1702903361915","3485738","1702903361915","syn53175169","https://www.synapse.org/#!Synapse:syn53175332.1","f5dc6f7867e026580b3fa49f76a86567"
"syn53175203","CT049_phonationE.wav","1","audio/wav","300204","3485738","1702903100561","3485738","1702903100561","syn53175169","https://www.synapse.org/#!Synapse:syn53175203.1","bfe38187bf35512779f19060fc228d8e"
"syn53175784","CT065_phonationU.wav","1","audio/wav","300844","3485738","1702904731888","3485738","1702904731888","syn53175731","https://www.synapse.org/#!Synapse:syn53175784.1","d451fddca609d1bf1fd5a93255fead76"
"syn53175841","PZ054_phonationU.wav","1","audio/wav","300844","3485738","1702904848123","3485738","1702904848123","syn53175731","https://www.synapse.org/#!Synapse:syn53175841.1","d6a7c82cc63e84b1fa78efe72c8df831"
"syn53175810","PZ021_phonationU.wav","1","audio/wav","301484","3485738","1702904786145","3485738","1702904786145","syn53175731","https://www.synapse.org/#!Synapse:syn53175810.1","f8e3ce35995580fb0467c0c5fb570470"
"syn53175514","PZ098_phonationI.wav","1","audio/wav","302764","3485738","1702903996991","3485738","1702903996991","syn53175354","https://www.synapse.org/#!Synapse:syn53175514.1","ba497578d75e10d899c546742d0bcbc6"
"syn53175560","CT021_phonationO.wav","1","audio/wav","302764","3485738","1702904250640","3485738","1702904250640","syn53175548","https://www.synapse.org/#!Synapse:syn53175560.1","eced1e6237fd228c9e54a94a135f9e40"
"syn53175754","CT037_phonationU.wav","1","audio/wav","302764","3485738","1702904668712","3485738","1702904668712","syn53175731","https://www.synapse.org/#!Synapse:syn53175754.1","91faafa89c24dc4376ffdfa6cc77533a"
"syn53175403","CT062_phonationI.wav","1","audio/wav","303404","3485738","1702903773314","3485738","1702903773314","syn53175354","https://www.synapse.org/#!Synapse:syn53175403.1","f9063c115abbc29453fea908fe1e8ad7"
"syn53175200","CT046_phonationE.wav","1","audio/wav","305324","3485738","1702903093800","3485738","1702903093800","syn53175169","https://www.synapse.org/#!Synapse:syn53175200.1","2da8a5567a720b03f634da0e0c8147c0"
"syn53175387","CT049_phonationI.wav","1","audio/wav","305964","3485738","1702903742302","3485738","1702903742302","syn53175354","https://www.synapse.org/#!Synapse:syn53175387.1","0c5294bece833e34e8160706ad6859bc"
"syn53175562","CT023_phonationO.wav","1","audio/wav","305964","3485738","1702904254823","3485738","1702904254823","syn53175548","https://www.synapse.org/#!Synapse:syn53175562.1","058ebd6434b2b3f3beaa4cd85bacef84"
"syn53175771","CT053_phonationU.wav","1","audio/wav","306604","3485738","1702904704426","3485738","1702904704426","syn53175731","https://www.synapse.org/#!Synapse:syn53175771.1","14c416219b22d8ba079cdc4ab8837366"
"syn53175365","CT021_phonationI.wav","1","audio/wav","307884","3485738","1702903690903","3485738","1702903690903","syn53175354","https://www.synapse.org/#!Synapse:syn53175365.1","d855266d65669206f274c82b344f8994"
"syn53175369","CT027_phonationI.wav","1","audio/wav","307884","3485738","1702903700736","3485738","1702903700736","syn53175354","https://www.synapse.org/#!Synapse:syn53175369.1","9a8f39b3d6274ef4faadaec696277c8c"
"syn53175617","PZ009_phonationO.wav","1","audio/wav","307884","3485738","1702904361721","3485738","1702904361721","syn53175548","https://www.synapse.org/#!Synapse:syn53175617.1","ef3d612fa3b8c1cfaa3d12b0faa1c7b6"
"syn53175813","PZ024_phonationU.wav","1","audio/wav","307884","3485738","1702904792904","3485738","1702904792904","syn53175731","https://www.synapse.org/#!Synapse:syn53175813.1","ea62d18fb15a01351ff459cc1c082187"
"syn53175461","PZ048_phonationI.wav","1","audio/wav","309804","3485738","1702903890086","3485738","1702903890086","syn53175354","https://www.synapse.org/#!Synapse:syn53175461.1","de6a0f0781c385a1079a4d9d431a9021"
"syn53175215","CT060_phonationE.wav","1","audio/wav","314924","3485738","1702903125203","3485738","1702903125203","syn53175169","https://www.synapse.org/#!Synapse:syn53175215.1","e4b87a4541da1f953e59139aac593b9f"
"syn53175370","CT028_phonationI.wav","1","audio/wav","318124","3485738","1702903703158","3485738","1702903703158","syn53175354","https://www.synapse.org/#!Synapse:syn53175370.1","16a4ce65bafd3a15054104bc81a791f4"
